

run#	sample	total#pairs	QCed#	%stitched	Unique#	%stitched	RefGenomeFiltered#	%unique	acyrthosiphon pisum virus	adenoviridae	alphaflexiviridae	anelloviridae	ascoviridae	asfarviridae	astroviridae	baculoviridae	begomovirus-associated alphasatellites	betaflexiviridae	caliciviridae	caulimoviridae	circoviridae	circular single stranded rna satellites	closteroviridae	dicistroviridae	dsdna viruses	environmental samples	geminiviridae	gemycircularvirus group	haloviruses	husa-like virus ks-2016a	hytrosaviridae	iflaviridae	iridoviridae	luteoviridae	marseilleviridae	mimiviridae	nodaviridae	partitiviridae	parvoviridae	permutotetraviridae	phycodnaviridae	picobirnaviridae	picornavirales	picornaviridae	pithovirus	polyomaviridae	potyviridae	poxviridae	reoviridae	retroviridae	secoviridae	single stranded dna satellites	smacovirusgroup	sobemovirus	southern bean mosaic virus	ssdna viruses	ssrna negative-strand viruses	ssrna positive-strand viruses	ssrna viruses	totiviridae	virgaviridae	viruses	
MiSeq_234	I3738_144_LNS_60_Project590_stool_Manary_GCE_Pediatric_Stool_144_LNS_60_final_NA0000425566	865173	 684926	  50.82	141376	  10.49	139511	  98.68	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	1316	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	7	0	1	
MiSeq_234	I3739_147_LNS_66_Project590_stool_Manary_GCE_Pediatric_Stool_147_LNS_66_initial_NA0000421628	653402	 562262	  55.32	206232	  20.29	201247	  97.58	0	13	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	23	0	1	0	3	0	0	447	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	18	
MiSeq_234	I3740_83_LNS_72_Project590_stool_Manary_GCE_Pediatric_Stool_83_LNS_72_initial_NA0000434868	951338	 780670	  65.63	456263	  38.36	446501	  97.86	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
MiSeq_234	I3741_124_LNS_3_Project590_stool_Manary_GCE_Pediatric_Stool_124_LNS_3_initial_NA0000441885	981964	 552879	  40.03	179965	  13.03	160085	  88.95	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	2455	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	
MiSeq_234	I3742_152_LNS_66_Project590_stool_Manary_GCE_Pediatric_Stool_152_LNS_66_final_NA0000422199	975200	1005692	  78.51	766927	  59.87	756456	  98.63	0	21	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	56	1	1	0	38	0	0	1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	
MiSeq_234	I3743_89_LNS_67_Project590_stool_Manary_GCE_Pediatric_Stool_89_LNS_67_midstudy_NA0000495255	1448049	1119518	  58.62	418675	  21.92	406482	  97.09	0	15	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	2	16	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	260	
MiSeq_234	I3744_90_LNS_72_Project590_stool_Manary_GCE_Pediatric_Stool_90_LNS_72_midstudy_NA0000487616	924737	1189895	  89.97	841711	  63.64	797469	  94.74	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	0	0	1	0	32	0	0	0	1	1	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	
MiSeq_234	I3745_93_LNS_6_Project590_stool_Manary_GCE_Pediatric_Stool_93_LNS_6_midstudy_NA0000494489	892426	 924769	  64.34	309538	  21.53	299173	  96.65	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	25	0	0	0	24	1201	0	97	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	72	0	
MiSeq_234	I3746_155_LNS_6_Project590_stool_Manary_GCE_Pediatric_Stool_155_LNS_6_final_NA0000422102	57041	  72448	  90.05	65890	  81.90	65007	  98.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	
MiSeq_234	I3747_112_LNS_67_Project590_stool_Manary_GCE_Pediatric_Stool_112_LNS_67_final_NA0000420204	1779621	2245742	  86.01	1860486	  71.26	1848936	  99.38	0	101	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	25	0	3	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	100	
MiSeq_234	I3748_106_LNS_60_Project591_stool_Manary_GCE_Pediatric_Stool_106_LNS_60_midstudy_NA0000441978	824707	 726590	  54.67	190807	  14.36	189224	  99.17	0	15	0	0	0	0	0	1	0	0	81	0	240	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11	5	0	2672	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	34	0	3	
MiSeq_235	I3750_121_LNS_75_Project590_stool_Manary_GCE_Pediatric_Stool_121_LNS_75_final_NA0000424989	862979	 866103	  66.51	406168	  31.19	387000	  95.28	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	44	0	5	0	0	0	0	21264	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	54	
MiSeq_235	I3751_149_LNS_75_Project590_stool_Manary_GCE_Pediatric_Stool_149_LNS_75_initial_NA0000434871	961036	1067931	  69.79	350851	  22.93	345880	  98.58	0	0	0	46	0	2	1	0	0	0	0	0	7	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	37	0	133	0	13	0	0	93141	0	0	43	0	0	0	7	0	0	0	0	0	0	0	0	0	10	75	
MiSeq_235	I3752_134_LNS_8_Project590_stool_Manary_GCE_Pediatric_Stool_134_LNS_8_initial_NA0000441255	762340	 746045	  74.19	449588	  44.71	439481	  97.75	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	53	0	8	0	4	12	0	660	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	19	
MiSeq_235	I3753_98_LNS_8_Project590_stool_Manary_GCE_Pediatric_Stool_98_LNS_8_midstudy_NA0000494053	1204431	1056166	  69.24	643172	  42.16	626078	  97.34	0	8	0	15	0	0	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	5	64	0	10	0	11	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1973	46	
MiSeq_235	I3754_145_LNS_8_Project590_stool_Manary_GCE_Pediatric_Stool_145_LNS_8_final_NA0000426849	998009	 979869	  66.95	423269	  28.92	397468	  93.90	0	1	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	114	0	11	0	2	105	0	2604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	124	
MiSeq_235	I3755_156_LNS_96_Project590_stool_Manary_GCE_Pediatric_Stool_156_LNS_96_initial_NA0000435774	687695	 829726	  83.00	551047	  55.12	541930	  98.35	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	61	0	180	0	3	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1502	180	
MiSeq_235	I3756_122_LNS_96_Project590_stool_Manary_GCE_Pediatric_Stool_122_LNS_96_final_NA0000419777	994810	 856475	  62.15	369782	  26.83	358063	  96.83	0	1	0	77	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	36	0	11	0	16	0	0	1955	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	7	
MiSeq_235	I3757_109_LNS_96_Project590_stool_Manary_GCE_Pediatric_Stool_109_LNS_96_midstudy_NA0000489486	867892	 630684	  53.57	178533	  15.16	172593	  96.67	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	13	0	1	0	0	632	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	
MiSeq_235	I3758_128_LNS_94_Project590_stool_Manary_GCE_Pediatric_Stool_128_LNS_94_initial_NA0000434820	532822	 585786	  76.18	444296	  57.78	313401	  70.54	0	2	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	85	0	16	0	3	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	
MiSeq_235	I3759_78_LNS_94_Project590_stool_Manary_GCE_Pediatric_Stool_78_LNS_94_final_NA0000424424	1022138	 704244	  47.66	195168	  13.21	193653	  99.22	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	5	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	
MiSeq_235	I3760_91_LNS_94_Project590_stool_Manary_GCE_Pediatric_Stool_91_LNS_94_midstudy_NA0000495257	633145	 724881	  75.77	234242	  24.49	232760	  99.37	0	1	0	5	0	0	0	0	5	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	37	0	12	0	1	0	0	225	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	5	9101	
MiSeq_235	I3761_133_LNS_51_Project590_stool_Manary_GCE_Pediatric_Stool_133_LNS_51_final_NA0000421443	554152	 484245	  50.01	154895	  16.00	153761	  99.27	0	254	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	57	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	
MiSeq_235	I3762_101_LNS_51_Project590_stool_Manary_GCE_Pediatric_Stool_101_LNS_51_initial_NA0000441965	898015	 920191	  64.49	362933	  25.43	326712	  90.02	0	0	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	32	0	3	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	13028	
MiSeq_235	I3763_99_LNS_51_Project590_stool_Manary_GCE_Pediatric_Stool_99_LNS_51_midstudy_NA0000494524	1374367	 819677	  37.13	261266	  11.84	240214	  91.94	0	20	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	67	0	16	0	0	0	0	86	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	58	
MiSeq_235	I3764_29_LNS_78_Project590_stool_Manary_GCE_Pediatric_Stool_29_LNS_78_midstudy_NA0000442005	614397	 488099	  53.20	206024	  22.46	204459	  99.24	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	14	0	0	0	0	57171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	
MiSeq_235	I3765_30_LNS_78_Project590_stool_Manary_GCE_Pediatric_Stool_30_LNS_78_endstudy1_NA0000418658	1088765	 844864	  45.35	317288	  17.03	303036	  95.51	0	16	0	426	0	0	673	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	48	0	17	0	1	0	0	1847	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	9	
MiSeq_235	I3766_28_LNS_78_Project590_stool_Manary_GCE_Pediatric_Stool_28_LNS_78_initial_NA0000421651	886224	 911412	  66.55	261705	  19.11	260683	  99.61	0	54	0	12	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	89	0	33399	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	
